[Header]
TITLE, default name
FILEOPENTIME,32097241.06,10/4/2024,11:06 AM
BYAPP, Resistivity, 2.1, 1.0
INFO, APPNAME, PPMS MultiVu Application, 1.5.11
INFO, , Sample1 Name
INFO, 1, Sample1 Cross Section
INFO, 1, Sample1 Length
INFO, Ohm, Sample1 Units
INFO, , Sample2 Name
INFO, 1, Sample2 Cross Section
INFO, 1, Sample2 Length
INFO, Ohm, Sample2 Units
INFO, , Sample3 Name
INFO, 1, Sample3 Cross Section
INFO, 1, Sample3 Length
INFO, Ohm, Sample3 Units
INFO, , Sample4 Name
INFO, 1, Sample4 Cross Section
INFO, 1, Sample4 Length
INFO, Ohm, Sample4 Units
FIELDGROUP, Resistivity,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
STARTUPGROUP, Resistivity
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 7, LINEAR, AUTO
STARTUPAXIS, Y2, 9, LINEAR, AUTO
STARTUPAXIS, Y3, 11, LINEAR, AUTO
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm),Bridge 2 Std. Dev. (Ohm),Bridge 3 Std. Dev. (Ohm),Bridge 4 Std. Dev. (Ohm),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,32102137.63,4449,5.00115013122559,69093.1671875,350.002807617188,47.9213729095459,499.990219726562,-0.0284332817792892,500,,,,,0.00672018505040642,0.000379341973087912,,,50,47.9213729095459,-0.0284332817792892,,
,32102156.53,4449,5.00040006637573,67206.1103125,350.002807617188,47.8882133483887,500,-0.0266715749725699,500,,,,,0.0062651743635806,0.000438870197939126,,,50,47.8882133483887,-0.0266715749725699,,
,32102176.50,4449,5.00119996070862,65239.538671875,350.002807617188,47.8546998596191,500,-0.0248534105345607,500,,,,,0.00595926646590774,0.000384914397581259,,,50,47.8546998596191,-0.0248534105345607,,
,32102195.73,4449,5.00059986114502,63301.21390625,350.002807617188,47.8224834442139,500,-0.0230455455929041,500,,,,,0.00570854716711577,0.000385364168568329,,,50,47.8224834442139,-0.0230455455929041,,
,32102216.38,4449,4.99934983253479,61261.051015625,350.002807617188,47.7892719268799,500,-0.0211072180792689,500,,,,,0.00563398343645685,0.000391035977551183,,,50,47.7892719268799,-0.0211072180792689,,
,32102235.78,4449,5.00005006790161,59308.370234375,350.002807617188,47.7584799194336,500,-0.019217871055007,500,,,,,0.00542353141572127,0.000407806312274305,,,50,47.7584799194336,-0.019217871055007,,
,32102256.80,4449,4.99930000305176,57222.473984375,350.002807617188,47.7266216278076,500,-0.0172414727136493,500,,,,,0.0051199408811556,0.000379180039641041,,,50,47.7266216278076,-0.0172414727136493,,
,32102276.63,4449,4.99904990196228,55248.64359375,350.002807617188,47.6973863220215,500,-0.0153049760870636,500,,,,,0.00497125627370337,0.000402581368277223,,,50,47.6973863220215,-0.0153049760870636,,
,32102296.28,4449,4.99960017204285,53272.2546875,350.002807617188,47.6688468933105,500,-0.0134832257777452,500,,,,,0.00510331648740282,0.000366401613209115,,,50,47.6688468933105,-0.0134832257777452,,
,32102317.02,4449,4.99994993209839,51190.9075,350.002807617188,47.6384787750244,500,-0.0115415413118899,500,,,,,0.00524822343542036,0.000382915284593694,,,50,47.6384787750244,-0.0115415413118899,,
,32102336.86,4449,5.00090003013611,49224.6759375,350.002807617188,47.6115405273437,500,-0.00967294635251164,500,,,,,0.00471432984987251,0.000380972217987267,,,50,47.6115405273437,-0.00967294635251164,,
,32102356.38,4449,5.00040006637573,47270.09375,350.002807617188,47.5859871673584,500,-0.00781968658789992,500,,,,,0.0046376675064294,0.000397709426384754,,,50,47.5859871673584,-0.00781968658789992,,
,32102376.50,4449,5.00179982185364,45261.448359375,350.002807617188,47.5617057037353,500,-0.0058831899613142,500,,,,,0.00392070937914494,0.00037720970429225,,,50,47.5617057037353,-0.0058831899613142,,
,32102396.23,4449,4.99974989891052,43286.27046875,350.002807617188,47.5379458618164,500,-0.00398979946505278,500,,,,,0.00404256507691703,0.000448306320580075,,,50,47.5379458618164,-0.00398979946505278,,
,32102416.20,4449,4.99920010566711,41322.87796875,350.002807617188,47.5153731536865,500,-0.00214180402224883,500,,,,,0.00398461392656459,0.00037010358473951,,,50,47.5153731536865,-0.00214180402224883,,
,32102437.14,4449,5.00040006637573,39209.2746875,350.002807617188,47.4897618103027,500,-7.59889154869597e-005,500,,,,,0.0048776095952821,0.000371299789038475,,,50,47.4897618103027,-7.59889154869597e-005,,
,32102457.28,4449,5,37210.111484375,350.002807617188,47.4677475738525,500,0.00174423551186919,500,,,,,0.00355616201388868,0.00037498413815844,,,50,47.4677475738525,0.00174423551186919,,
,32102476.92,4449,5.00029993057251,35254.720546875,350.002807617188,47.4479093170166,500,0.00362801292445511,500,,,,,0.00349397474616302,0.000395323730779039,,,50,47.4479093170166,0.00362801292445511,,
,32102496.63,4449,5.00020003318787,33272.01,350.002807617188,47.4292172241211,500,0.00548562144860625,500,,,,,0.00324101365240983,0.000338046072886423,,,50,47.4292172241211,0.00548562144860625,,
,32102516.55,4449,4.99909996986389,31304.046875,350.002807617188,47.4119171905518,500,0.00737252686172724,500,,,,,0.00299314638196478,0.000331948182858657,,,50,47.4119171905518,0.00737252686172724,,
,32102536.95,4449,5.0008499622345,29247.3533203125,350.002807617188,47.3942057037354,500,0.0093946254439652,500,,,,,0.00302075583254523,0.000442968994392745,,,50,47.3942057037354,0.0093946254439652,,
,32102556.36,4449,4.9993999004364,27312.311015625,350.002807617188,47.3807323455811,500,0.0112237763032317,500,,,,,0.00163761931284187,0.000379937388330531,,,50,47.3807323455811,0.0112237763032317,,
,32102577.53,4449,4.99959993362427,25203.7032421875,350.002807617188,47.3660140991211,500,0.0131503545679152,500,,,,,0.00270704809795193,0.000362274812555507,,,50,47.3660140991211,0.0131503545679152,,
,32102596.55,4449,5.00055003166199,23321.43140625,350.002807617188,47.3531545257568,500,0.0149964427016675,500,,,,,0.00235293120247473,0.000349334653613085,,,50,47.3531545257568,0.0149964427016675,,
,32102617.38,4449,4.99944996833801,21239.8073828125,350.002807617188,47.3384241485596,500,0.0169313371181488,500,,,,,0.0030426010205486,0.000341575382340331,,,50,47.3384241485596,0.0169313371181488,,
,32102637.06,4449,5.00014996528625,19259.8919140625,350.002807617188,47.3260633850098,500,0.0188788202404976,500,,,,,0.00200166822450974,0.000384233891518691,,,50,47.3260633850098,0.0188788202404976,,
,32102656.92,4449,5,17292.419921875,350.002807617188,47.3155947875977,500,0.0206931699439883,500,,,,,0.00192225804068401,0.000368209749795663,,,50,47.3155947875977,0.0206931699439883,,
,32102676.73,4449,4.99970006942749,15308.4060351562,350.002807617188,47.3067207336426,500,0.0226165440306067,500,,,,,0.00116461772740021,0.000396847526854204,,,50,47.3067207336426,0.0226165440306067,,
,32102696.53,4449,5.00224995613098,13334.7973242188,350.002807617188,47.2986643981934,500,0.0244562996923923,500,,,,,0.00159478841615745,0.000346435151331473,,,50,47.2986643981934,0.0244562996923923,,
,32102717.64,4449,5.00114989280701,11213.9421679687,350.002807617188,47.2908489227295,500,0.0265101366862655,500,,,,,0.00141842424395637,0.000368017556692896,,,50,47.2908489227295,0.0265101366862655,,
